1  -0.1925	1.1416	-0.2755	   3
2  0.2395	1.0226	0.5596	   6
3  2.2957	-1.0446	0.6536	   1
4  1.0076	-0.6756	-0.0435	   0
5  -0.7376	0.0755	-1.6907	   5
6  2.7288	-1.3876	2.3627	   7
7  -0.9746	1.7757	2.0737	   5
8  1.9937	1.5677	-1.9467	   1
9  -1.1696	-0.9846	0.3845	   10
10 1.0916	1.1426	-1.0356	   9
